"","ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position"
"177","ENSG00000159788","RGS12","regulator of G protein signaling 12 [Source:HGNC Symbol;Acc:HGNC:9994]","protein_coding","4",3293028
"178","ENSG00000175920","DOK7","docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]","protein_coding","4",3463306
"179","ENSG00000163956","LRPAP1","LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]","protein_coding","4",3503612
"180","ENSG00000132406","TMEM128","transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]","protein_coding","4",4235542
"181","ENSG00000145220","LYAR","Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]","protein_coding","4",4267701
"182","ENSG00000168826","ZBTB49","zinc finger and BTB domain containing 49 [Source:HGNC Symbol;Acc:HGNC:19883]","protein_coding","4",4290251
"183","ENSG00000168824","NSG1","neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]","protein_coding","4",4348140
"184","ENSG00000168818","STX18","syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]","protein_coding","4",4415742
"185","ENSG00000247708","STX18-AS1","STX18 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48877]","lncRNA","4",4542131
"186","ENSG00000163132","MSX1","msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]","protein_coding","4",4859665
"187","ENSG00000170891","CYTL1","cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435]","protein_coding","4",5014586
"188","ENSG00000152953","STK32B","serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217]","protein_coding","4",5051480
"189","ENSG00000173040","EVC2","EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]","protein_coding","4",5542772
"190","ENSG00000072840","EVC","EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]","protein_coding","4",5711201
"191","ENSG00000181215","C4orf50","chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]","protein_coding","4",5897373
"192","ENSG00000152969","JAKMIP1","janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]","protein_coding","4",6026199
"193","ENSG00000109501","WFS1","wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]","protein_coding","4",6269849
"194","ENSG00000013288","MAN2B2","mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]","protein_coding","4",6575189
"195","ENSG00000179010","MRFAP1","Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]","protein_coding","4",6640091
"196","ENSG00000251580","LINC02482","long intergenic non-protein coding RNA 2482 [Source:HGNC Symbol;Acc:HGNC:53458]","lncRNA","4",6648695
"197","ENSG00000170846","AC093323.1","Putative MORF4 family-associated protein 1-like protein UPP  [Source:UniProtKB/Swiss-Prot;Acc:B2RBV5]","protein_coding","4",6663396
"198","ENSG00000163993","S100P","S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]","protein_coding","4",6693878
"199","ENSG00000178988","MRFAP1L1","Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]","protein_coding","4",6707701
"200","ENSG00000186222","BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:24206]","protein_coding","4",6716174
"201","ENSG00000170871","KIAA0232","KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]","protein_coding","4",6781375
"202","ENSG00000132405","TBC1D14","TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]","protein_coding","4",6909242
"203","ENSG00000245748","AC097382.2","novel transcript, antisense to TBC1D14 and TADA2B","lncRNA","4",7030554
"204","ENSG00000173013","CCDC96","coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]","protein_coding","4",7040849
"205","ENSG00000173011","TADA2B","transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]","protein_coding","4",7041899
"206","ENSG00000109519","GRPEL1","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","protein_coding","4",7058895
"207","ENSG00000245468","LINC02447","long intergenic non-protein coding RNA 2447 [Source:HGNC Symbol;Acc:HGNC:53379]","lncRNA","4",7093776
"208","ENSG00000184985","SORCS2","sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]","protein_coding","4",7192538
"209","ENSG00000272620","AFAP1-AS1","AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]","lncRNA","4",7754077
"210","ENSG00000196526","AFAP1","actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]","protein_coding","4",7758714
"211","ENSG00000163995","ABLIM2","actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]","protein_coding","4",7965310
"212","ENSG00000125089","SH3TC1","SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]","protein_coding","4",8182072
"213","ENSG00000251615","AC104825.1","novel transcript","lncRNA","4",8355090
"214","ENSG00000087008","ACOX3","acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]","protein_coding","4",8366282
"215","ENSG00000155275","TRMT44","tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653]","protein_coding","4",8436140
"216","ENSG00000205959","AC105345.1","novel transcript","lncRNA","4",8482270
"217","ENSG00000109667","SLC2A9","solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446]","protein_coding","4",9771153
"218","ENSG00000071127","WDR1","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]","protein_coding","4",10074339
"219","ENSG00000178163","ZNF518B","zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]","protein_coding","4",10439880
"220","ENSG00000109684","CLNK","cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438]","protein_coding","4",10486395
"221","ENSG00000002587","HS3ST1","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]","protein_coding","4",11393150
"222","ENSG00000157869","RAB28","RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]","protein_coding","4",13361354
"223","ENSG00000038219","BOD1L1","biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]","protein_coding","4",13568738
"224","ENSG00000248360","LINC00504","long intergenic non-protein coding RNA 504 [Source:HGNC Symbol;Acc:HGNC:43555]","lncRNA","4",14470465
"225","ENSG00000137449","CPEB2","cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]","protein_coding","4",15002481
"226","ENSG00000251379","AC099550.1","novel transcript","lncRNA","4",15358141
"227","ENSG00000048342","CC2D2A","coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]","protein_coding","4",15469865
"228","ENSG00000273133","AC116651.1","novel transcript, antisense to CC2D2A","lncRNA","4",15563698
"229","ENSG00000118564","FBXL5","F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]","protein_coding","4",15604381
"230","ENSG00000237765","FAM200B","family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740]","protein_coding","4",15681662
"231","ENSG00000109743","BST1","bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]","protein_coding","4",15703065
"232","ENSG00000004468","CD38","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]","protein_coding","4",15778275
"233","ENSG00000137441","FGFBP2","fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451]","protein_coding","4",15960245
"234","ENSG00000169762","TAPT1","transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887]","protein_coding","4",16160505
"235","ENSG00000263327","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:26832]","lncRNA","4",16226685
"236","ENSG00000169744","LDB2","LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]","protein_coding","4",16501541
"237","ENSG00000151552","QDPR","quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]","protein_coding","4",17460261
"238","ENSG00000002549","LAP3","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]","protein_coding","4",17577192
"239","ENSG00000249502","AC006160.1","novel transcript, antisense to LAP3","lncRNA","4",17586267
"240","ENSG00000118579","MED28","mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]","protein_coding","4",17614641
"241","ENSG00000047662","FAM184B","family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235]","protein_coding","4",17629306
"242","ENSG00000163257","DCAF16","DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]","protein_coding","4",17800655
"243","ENSG00000109805","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]","protein_coding","4",17810979
"244","ENSG00000178177","LCORL","ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]","protein_coding","4",17841199
"245","ENSG00000163138","PACRGL","parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]","protein_coding","4",20696282
"246","ENSG00000152990","ADGRA3","adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]","protein_coding","4",22345071
"247","ENSG00000109606","DHX15","DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]","protein_coding","4",24517441
"248","ENSG00000181982","CCDC149","coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]","protein_coding","4",24806117
"249","ENSG00000109618","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605]","protein_coding","4",25120014
"250","ENSG00000281501","SEPSECS-AS1","SEPSECS antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27737]","lncRNA","4",25160641
"251","ENSG00000038210","PI4K2B","phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]","protein_coding","4",25160663
"252","ENSG00000168228","ZCCHC4","zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]","protein_coding","4",25312774
"253","ENSG00000053900","ANAPC4","anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]","protein_coding","4",25377263
"254","ENSG00000091490","SEL1L3","SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]","protein_coding","4",25747433
"255","ENSG00000250317","SMIM20","small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260]","protein_coding","4",25861830
"256","ENSG00000168214","RBPJ","recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]","protein_coding","4",26163455
"257","ENSG00000109680","TBC1D19","TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624]","protein_coding","4",26576437
"258","ENSG00000109689","STIM2","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]","protein_coding","4",26857601
"259","ENSG00000047365","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]","protein_coding","4",35948221
"260","ENSG00000247193","AC104078.1","novel transcript, antisense to CENTD1","lncRNA","4",36244116
"261","ENSG00000197057","DTHD1","death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]","protein_coding","4",36281616
"262","ENSG00000154274","C4orf19","chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]","protein_coding","4",37453925
"263","ENSG00000248936","AC027607.1","putatitive novel transcript","lncRNA","4",37588087
"264","ENSG00000181826","RELL1","RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]","protein_coding","4",37590800
"265","ENSG00000169299","PGM2","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]","protein_coding","4",37826660
"266","ENSG00000065882","TBC1D1","TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]","protein_coding","4",37891084
"267","ENSG00000250254","PTTG2","pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:HGNC:9691]","protein_coding","4",37960398
"268","ENSG00000109787","KLF3","Kruppel like factor 3 [Source:HGNC Symbol;Acc:HGNC:16516]","protein_coding","4",38664197
"269","ENSG00000174123","TLR10","toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]","protein_coding","4",38772238
"270","ENSG00000174125","TLR1","toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]","protein_coding","4",38790677
"271","ENSG00000174130","TLR6","toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]","protein_coding","4",38823715
"272","ENSG00000197712","FAM114A1","family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]","protein_coding","4",38867677
"273","ENSG00000121895","TMEM156","transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]","protein_coding","4",38966744
"274","ENSG00000109790","KLHL5","kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]","protein_coding","4",39045039
"275","ENSG00000249685","AC079921.2","novel transcript","lncRNA","4",39133913
"276","ENSG00000157796","WDR19","WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]","protein_coding","4",39182504
"277","ENSG00000035928","RFC1","replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]","protein_coding","4",39287456
"278","ENSG00000134962","KLB","klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]","protein_coding","4",39406930
"279","ENSG00000163682","RPL9","ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]","protein_coding","4",39452587
"280","ENSG00000121897","LIAS","lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]","protein_coding","4",39459004
"281","ENSG00000109814","UGDH","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]","protein_coding","4",39498755
"282","ENSG00000249348","UGDH-AS1","UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40601]","lncRNA","4",39528019
"283","ENSG00000163683","SMIM14","small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]","protein_coding","4",39546336
"284","ENSG00000255458","AC108471.2","novel transcript","lncRNA","4",39639107
"285","ENSG00000078140","UBE2K","ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]","protein_coding","4",39698109
"286","ENSG00000121892","PDS5A","PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]","protein_coding","4",39822863
"287","ENSG00000078177","N4BP2","NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]","protein_coding","4",40056850
"288","ENSG00000168421","RHOH","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]","protein_coding","4",40191053
"289","ENSG00000163694","RBM47","RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]","protein_coding","4",40423267
"290","ENSG00000179299","NSUN7","NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]","protein_coding","4",40749925
"291","ENSG00000163697","APBB2","amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]","protein_coding","4",40810027
"292","ENSG00000154277","UCHL1","ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]","protein_coding","4",41256413
"293","ENSG00000064042","LIMCH1","LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]","protein_coding","4",41359607
"294","ENSG00000109133","TMEM33","transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]","protein_coding","4",41935129
"295","ENSG00000182308","DCAF4L1","DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723]","protein_coding","4",41981756
"296","ENSG00000014824","SLC30A9","solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","protein_coding","4",41990502
"297","ENSG00000188848","BEND4","BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]","protein_coding","4",42110853
"298","ENSG00000124406","ATP8A1","ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]","protein_coding","4",42408373
"299","ENSG00000151806","GUF1","GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]","protein_coding","4",44678420
"300","ENSG00000163281","GNPDA2","glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526]","protein_coding","4",44682200
"301","ENSG00000272936","AC096586.1","novel transcript, antisense to GNPDA2","lncRNA","4",44704405
"302","ENSG00000169019","COMMD8","COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]","protein_coding","4",47450787
"303","ENSG00000145246","ATP10D","ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549]","protein_coding","4",47485275
"304","ENSG00000145244","CORIN","corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]","protein_coding","4",47593999
"305","ENSG00000259959","AC107068.1","novel transcript","lncRNA","4",47840122
"306","ENSG00000170448","NFXL1","nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]","protein_coding","4",47847233
"307","ENSG00000163293","NIPAL1","NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]","protein_coding","4",47914142
"308","ENSG00000074966","TXK","TXK tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12434]","protein_coding","4",48066393
"309","ENSG00000135605","TEC","tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]","protein_coding","4",48135783
"310","ENSG00000109171","SLAIN2","SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]","protein_coding","4",48341529
"311","ENSG00000145248","SLC10A4","solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]","protein_coding","4",48483343
"312","ENSG00000075539","FRYL","FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]","protein_coding","4",48497357
"313","ENSG00000109180","OCIAD1","OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]","protein_coding","4",48805212
"314","ENSG00000145247","OCIAD2","OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]","protein_coding","4",48885019
"315","ENSG00000109184","DCUN1D4","defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]","protein_coding","4",51843000
"316","ENSG00000272576","AC027271.1","novel transcript","lncRNA","4",51918772
"317","ENSG00000163069","SGCB","sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]","protein_coding","4",52020706
"318","ENSG00000109189","USP46","ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]","protein_coding","4",52590960
"319","ENSG00000128045","RASL11B","RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804]","protein_coding","4",52862317
"320","ENSG00000184178","SCFD2","sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]","protein_coding","4",52872982
"321","ENSG00000145216","FIP1L1","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]","protein_coding","4",53377641
"322","ENSG00000072201","LNX1","ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]","protein_coding","4",53459301
"323","ENSG00000272650","AC110792.3","novel transcript","lncRNA","4",53997415
"324","ENSG00000109220","CHIC2","cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]","protein_coding","4",54009789
"325","ENSG00000269506","AC110792.2","novel transcript, antisense to CHIC2","lncRNA","4",54059597
"326","ENSG00000134853","PDGFRA","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]","protein_coding","4",54229280
"327","ENSG00000157404","KIT","KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]","protein_coding","4",54657918
"328","ENSG00000128039","SRD5A3","steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]","protein_coding","4",55346242
"329","ENSG00000273257","AC069200.1","novel transcript","lncRNA","4",55387949
"330","ENSG00000134851","TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]","protein_coding","4",55395957
"331","ENSG00000134852","CLOCK","clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]","protein_coding","4",55427903
"332","ENSG00000272969","AC024243.1","novel transcript, antisense to clock","lncRNA","4",55547112
"333","ENSG00000109255","NMU","neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]","protein_coding","4",55595229
"334","ENSG00000090989","EXOC1","exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]","protein_coding","4",55853648
"335","ENSG00000174799","CEP135","centrosomal protein 135 [Source:HGNC Symbol;Acc:HGNC:29086]","protein_coding","4",55948871
